name,place_id
Susy's Asian Delights,ChIJZYBHnxQBw2sR9HJz2I_9V6o
Masala Indian Cuisine,ChIJf6OGqiEBw2sR1PPP4e-Ny5Y
Stonegrill Restaurant,ChIJde-g3O0Aw2sRxi9gfQqN8ss
Thai Taste 2,ChIJJStpoqUAw2sR320258FOIOQ
East Street Buffet,ChIJYz71-ZgAw2sRFffEGGh6H2s
Fishco Cafe,ChIJJazknaYAw2sRqwRqQiPNhVg
Renny's Cafe,ChIJua6MT70Aw2sRFdhl3IsAG5k
Hong Kong Seafood Restaurant,ChIJ7zCTNqEAw2sRnfEaqSZJn20
Bernie's Pie Shoppe,ChIJ6SXVWv4Aw2sRy-mRyybJfWo
Samo's Fish Bar,ChIJp3kzgKMAw2sRh1lD8LLCJ2Y
Signatures Restaurant,ChIJk85zs6YAw2sRdvxyoronipM
TruFusion Indian Bar & Grill,ChIJz5Cue3UBw2sRhUPs3emLuQ4
Inn Ur Wok South Rocky,chijd0awmgubw2srjtbdk3d24mq
Ichimaki,ChIJ5xaj4KIAw2sRhNOt1iEuNzg
The Edge Bar & Restaurant,ChIJuWbSFL0Aw2sRREoODmvshn8
Bartletts Tavern,ChIJ2Vj-iacAw2sRD1qbUvjGlb8
Innurwok,ChIJEd4upFsBw2sRqHiWOmZRPI4
Jolt Bakery Cafe,ChIJB_0rcJgAw2sRBvfsmR5BBxI
Rocky Top Restaurant,ChIJ83zjOacAw2sReYz6dnmOiJg
Captain Nemo's,ChIJGZJs65gAw2sR04ClRe_D-FA
The Red Lion Hotel,ChIJ4bJvDKcAw2sROSqwAuTEIL4
KFC Rockhampton North,ChIJBZ0OKOUAw2sRHopR_GuPkso
Allenstown Hotel,ChIJSbMsxQiqw2sRI-dYViRuvTw
Denison St Diner & Take Away,ChIJxZA1kJ8Aw2sR1Q7BN9lpbdE
Derby Street Snack Bar,ChIJ0_FshKAAw2sRRA23dU_BTc0
Blue Heeler Licensed Restaurant,chijwxcydw6qw2srkfhdpjel3ry
Berserker Tavern,ChIJo6HdzaoBw2sRvhpqYHuabtE
Mummas Fish 'N' Chips,ChIJz_vTpzSrw2sR0MN574aUInw
Oxford Hotel Pub,ChIJ52FdE5gAw2sRD85PNy1ihN8
Mercure Rockhampton,ChIJf15WG70Aw2sRGKnIqXqZw8w
Motel 98,ChIJrfCAEb0Aw2sROW-d-DYd4ZQ
Quality Hotel Regent Rockhampton,ChIJdTtdg5gAw2sRbuyDMniN0iQ
The Edge Apartment Hotel,ChIJv8mBFL0Aw2sREjQR8-1eJb8
Troppo's Restaurant,ChIJC6T3shABw2sRpBKaofYE7F4
Best Western Cattle City Motor Inn,ChIJ6ULqBU0Hw2sRD-xXVA_a8jA
Thai Taste Restaurant,ChIJvRScggkBw2sRZaBTyLl9LDY
The Cheesecake Shop Rockhampton,ChIJb5VVMKUAw2sRJteEe8ZgSp0
Sunlight Kebab & Pizza,ChIJW8D0OgwBw2sR15PaWN6jytI
The Rockhampton Leagues Club,ChIJV4cuoqUAw2sR5IP52b16EMc
Emu Park Pizza,ChIJJVgDiUfuwmsRTc3aN_VQUws
Glenmore Tavern,ChIJUWV7CBoBw2sRljgMAIxanVQ
Degani Bakery Cafe,ChIJNWNXxaIAw2sRfZYUlO7xlS0
Glenmore Village Takeaway,chijdvgiohabw2sry6l7w49ckqc
